Date and Time (UTC),Receiver,Description,Data,Units
2021-07-08 13:44:37,VR2AR-549340,Initialization,PERENNIA FOOD & AGRICULTURE INC,
2021-07-08 13:44:37,VR2AR-549340,Data Upload,VR2AR_549340_20220623_1.vrl,
2021-07-08 13:44:37,VR2AR-549340,PC Time,2021-07-08 10:44:37 UTC-03:00,
2021-07-08 13:44:37,VR2AR-549340,69 kHz decoding map,MAP-114,
2021-07-08 13:44:37,VR2AR-549340,69 kHz blanking interval,260,ms
2021-07-08 14:00:00,VR2AR-549340,Battery,3.5,V
2021-07-08 14:00:00,VR2AR-549340,Hourly Pings on 69 kHz,14,
2021-07-08 14:00:00,VR2AR-549340,Hourly Detections on 69 kHz,1,
2021-07-08 14:00:00,VR2AR-549340,Tilt angle,88,°
2021-07-08 14:00:00,VR2AR-549340,Seawater depth,0,m
2021-07-08 14:00:00,VR2AR-549340,Temperature,22.0,°C
2021-07-08 14:00:00,VR2AR-549340,Average noise,192.6,mV
2021-07-08 15:00:00,VR2AR-549340,Battery,3.5,V
2021-07-08 15:00:00,VR2AR-549340,Hourly Pings on 69 kHz,17,
2021-07-08 15:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-08 15:00:00,VR2AR-549340,Tilt angle,0,°
2021-07-08 15:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-08 15:00:00,VR2AR-549340,Temperature,17.2,°C
2021-07-08 15:00:00,VR2AR-549340,Average noise,226.4,mV
2021-07-08 16:00:00,VR2AR-549340,Battery,3.5,V
2021-07-08 16:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-08 16:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-08 16:00:00,VR2AR-549340,Tilt angle,1,°
2021-07-08 16:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-08 16:00:00,VR2AR-549340,Temperature,15.6,°C
2021-07-08 16:00:00,VR2AR-549340,Average noise,219.4,mV
2021-07-08 17:00:00,VR2AR-549340,Battery,3.5,V
2021-07-08 17:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-08 17:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-08 17:00:00,VR2AR-549340,Tilt angle,1,°
2021-07-08 17:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-08 17:00:00,VR2AR-549340,Temperature,15.9,°C
2021-07-08 17:00:00,VR2AR-549340,Average noise,227.5,mV
2021-07-08 18:00:00,VR2AR-549340,Battery,3.5,V
2021-07-08 18:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-08 18:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-08 18:00:00,VR2AR-549340,Tilt angle,1,°
2021-07-08 18:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-08 18:00:00,VR2AR-549340,Temperature,16.7,°C
2021-07-08 18:00:00,VR2AR-549340,Average noise,205.1,mV
2021-07-08 19:00:00,VR2AR-549340,Battery,3.5,V
2021-07-08 19:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-08 19:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-08 19:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-08 19:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-08 19:00:00,VR2AR-549340,Temperature,16.3,°C
2021-07-08 19:00:00,VR2AR-549340,Average noise,197.9,mV
2021-07-08 20:00:00,VR2AR-549340,Battery,3.5,V
2021-07-08 20:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-08 20:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-08 20:00:00,VR2AR-549340,Tilt angle,2,°
2021-07-08 20:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-08 20:00:00,VR2AR-549340,Temperature,16.1,°C
2021-07-08 20:00:00,VR2AR-549340,Average noise,209.7,mV
2021-07-08 21:00:00,VR2AR-549340,Battery,3.5,V
2021-07-08 21:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-08 21:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-08 21:00:00,VR2AR-549340,Tilt angle,8,°
2021-07-08 21:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-08 21:00:00,VR2AR-549340,Temperature,16.2,°C
2021-07-08 21:00:00,VR2AR-549340,Average noise,218.5,mV
2021-07-08 22:00:00,VR2AR-549340,Battery,3.5,V
2021-07-08 22:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-08 22:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-08 22:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-08 22:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-08 22:00:00,VR2AR-549340,Temperature,16.2,°C
2021-07-08 22:00:00,VR2AR-549340,Average noise,202.2,mV
2021-07-08 23:00:00,VR2AR-549340,Battery,3.5,V
2021-07-08 23:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-08 23:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-08 23:00:00,VR2AR-549340,Tilt angle,7,°
2021-07-08 23:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-08 23:00:00,VR2AR-549340,Temperature,15.9,°C
2021-07-08 23:00:00,VR2AR-549340,Average noise,207.9,mV
2021-07-09 00:00:00,VR2AR-549340,Memory Capacity,0.0,%
2021-07-09 00:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 00:00:00,VR2AR-549340,Pings on 69 kHz,31,
2021-07-09 00:00:00,VR2AR-549340,Syncs on 69 kHz,4,
2021-07-09 00:00:00,VR2AR-549340,Rejects on 69 kHz,0,
2021-07-09 00:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 00:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 00:00:00,VR2AR-549340,Motor battery voltage,3.8,V
2021-07-09 00:00:00,VR2AR-549340,Tilt angle,3,°
2021-07-09 00:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-09 00:00:00,VR2AR-549340,Temperature,15.9,°C
2021-07-09 00:00:00,VR2AR-549340,Average noise,214.2,mV
2021-07-09 01:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 01:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 01:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 01:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-09 01:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-09 01:00:00,VR2AR-549340,Temperature,15.8,°C
2021-07-09 01:00:00,VR2AR-549340,Average noise,213.0,mV
2021-07-09 02:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 02:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 02:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 02:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-09 02:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-09 02:00:00,VR2AR-549340,Temperature,15.7,°C
2021-07-09 02:00:00,VR2AR-549340,Average noise,197.1,mV
2021-07-09 03:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 03:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 03:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 03:00:00,VR2AR-549340,Tilt angle,2,°
2021-07-09 03:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-09 03:00:00,VR2AR-549340,Temperature,15.8,°C
2021-07-09 03:00:00,VR2AR-549340,Average noise,197.7,mV
2021-07-09 04:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 04:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 04:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 04:00:00,VR2AR-549340,Tilt angle,1,°
2021-07-09 04:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-09 04:00:00,VR2AR-549340,Temperature,15.9,°C
2021-07-09 04:00:00,VR2AR-549340,Average noise,189.8,mV
2021-07-09 05:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 05:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 05:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 05:00:00,VR2AR-549340,Tilt angle,0,°
2021-07-09 05:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-09 05:00:00,VR2AR-549340,Temperature,16.0,°C
2021-07-09 05:00:00,VR2AR-549340,Average noise,179.6,mV
2021-07-09 06:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 06:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 06:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 06:00:00,VR2AR-549340,Tilt angle,1,°
2021-07-09 06:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-09 06:00:00,VR2AR-549340,Temperature,16.6,°C
2021-07-09 06:00:00,VR2AR-549340,Average noise,192.1,mV
2021-07-09 07:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 07:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 07:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 07:00:00,VR2AR-549340,Tilt angle,1,°
2021-07-09 07:00:00,VR2AR-549340,Seawater depth,5,m
2021-07-09 07:00:00,VR2AR-549340,Temperature,17.0,°C
2021-07-09 07:00:00,VR2AR-549340,Average noise,205.0,mV
2021-07-09 08:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 08:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 08:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 08:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-09 08:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-09 08:00:00,VR2AR-549340,Temperature,17.0,°C
2021-07-09 08:00:00,VR2AR-549340,Average noise,202.0,mV
2021-07-09 09:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 09:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 09:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 09:00:00,VR2AR-549340,Tilt angle,3,°
2021-07-09 09:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-09 09:00:00,VR2AR-549340,Temperature,16.2,°C
2021-07-09 09:00:00,VR2AR-549340,Average noise,188.2,mV
2021-07-09 10:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 10:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 10:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 10:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-09 10:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-09 10:00:00,VR2AR-549340,Temperature,16.1,°C
2021-07-09 10:00:00,VR2AR-549340,Average noise,187.9,mV
2021-07-09 11:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 11:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 11:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 11:00:00,VR2AR-549340,Tilt angle,6,°
2021-07-09 11:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-09 11:00:00,VR2AR-549340,Temperature,16.1,°C
2021-07-09 11:00:00,VR2AR-549340,Average noise,235.2,mV
2021-07-09 12:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 12:00:00,VR2AR-549340,Hourly Pings on 69 kHz,1,
2021-07-09 12:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 12:00:00,VR2AR-549340,Tilt angle,6,°
2021-07-09 12:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-09 12:00:00,VR2AR-549340,Temperature,16.1,°C
2021-07-09 12:00:00,VR2AR-549340,Average noise,354.5,mV
2021-07-09 13:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 13:00:00,VR2AR-549340,Hourly Pings on 69 kHz,90,
2021-07-09 13:00:00,VR2AR-549340,Hourly Detections on 69 kHz,5,
2021-07-09 13:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-09 13:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-09 13:00:00,VR2AR-549340,Temperature,15.9,°C
2021-07-09 13:00:00,VR2AR-549340,Average noise,188.9,mV
2021-07-09 14:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 14:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 14:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 14:00:00,VR2AR-549340,Tilt angle,3,°
2021-07-09 14:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-09 14:00:00,VR2AR-549340,Temperature,15.8,°C
2021-07-09 14:00:00,VR2AR-549340,Average noise,191.1,mV
2021-07-09 15:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 15:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 15:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 15:00:00,VR2AR-549340,Tilt angle,3,°
2021-07-09 15:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-09 15:00:00,VR2AR-549340,Temperature,15.8,°C
2021-07-09 15:00:00,VR2AR-549340,Average noise,197.9,mV
2021-07-09 16:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 16:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 16:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 16:00:00,VR2AR-549340,Tilt angle,2,°
2021-07-09 16:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-09 16:00:00,VR2AR-549340,Temperature,15.7,°C
2021-07-09 16:00:00,VR2AR-549340,Average noise,189.8,mV
2021-07-09 17:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 17:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 17:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 17:00:00,VR2AR-549340,Tilt angle,2,°
2021-07-09 17:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-09 17:00:00,VR2AR-549340,Temperature,16.0,°C
2021-07-09 17:00:00,VR2AR-549340,Average noise,196.0,mV
2021-07-09 18:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 18:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 18:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 18:00:00,VR2AR-549340,Tilt angle,2,°
2021-07-09 18:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-09 18:00:00,VR2AR-549340,Temperature,16.3,°C
2021-07-09 18:00:00,VR2AR-549340,Average noise,202.1,mV
2021-07-09 19:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 19:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 19:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 19:00:00,VR2AR-549340,Tilt angle,0,°
2021-07-09 19:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-09 19:00:00,VR2AR-549340,Temperature,16.5,°C
2021-07-09 19:00:00,VR2AR-549340,Average noise,197.3,mV
2021-07-09 20:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 20:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 20:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 20:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-09 20:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-09 20:00:00,VR2AR-549340,Temperature,16.6,°C
2021-07-09 20:00:00,VR2AR-549340,Average noise,198.8,mV
2021-07-09 21:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 21:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 21:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 21:00:00,VR2AR-549340,Tilt angle,3,°
2021-07-09 21:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-09 21:00:00,VR2AR-549340,Temperature,16.5,°C
2021-07-09 21:00:00,VR2AR-549340,Average noise,204.3,mV
2021-07-09 22:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 22:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 22:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 22:00:00,VR2AR-549340,Tilt angle,6,°
2021-07-09 22:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-09 22:00:00,VR2AR-549340,Temperature,16.6,°C
2021-07-09 22:00:00,VR2AR-549340,Average noise,211.0,mV
2021-07-09 23:00:00,VR2AR-549340,Battery,3.5,V
2021-07-09 23:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-09 23:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-09 23:00:00,VR2AR-549340,Tilt angle,3,°
2021-07-09 23:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-09 23:00:00,VR2AR-549340,Temperature,16.7,°C
2021-07-09 23:00:00,VR2AR-549340,Average noise,214.3,mV
2021-07-10 00:00:00,VR2AR-549340,Memory Capacity,0.0,%
2021-07-10 00:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 00:00:00,VR2AR-549340,Pings on 69 kHz,91,
2021-07-10 00:00:00,VR2AR-549340,Syncs on 69 kHz,9,
2021-07-10 00:00:00,VR2AR-549340,Rejects on 69 kHz,0,
2021-07-10 00:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 00:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 00:00:00,VR2AR-549340,Motor battery voltage,3.8,V
2021-07-10 00:00:00,VR2AR-549340,Tilt angle,2,°
2021-07-10 00:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-10 00:00:00,VR2AR-549340,Temperature,16.3,°C
2021-07-10 00:00:00,VR2AR-549340,Average noise,195.3,mV
2021-07-10 01:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 01:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 01:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 01:00:00,VR2AR-549340,Tilt angle,4,°
2021-07-10 01:00:00,VR2AR-549340,Seawater depth,9,m
2021-07-10 01:00:00,VR2AR-549340,Temperature,16.2,°C
2021-07-10 01:00:00,VR2AR-549340,Average noise,202.1,mV
2021-07-10 02:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 02:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 02:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 02:00:00,VR2AR-549340,Tilt angle,1,°
2021-07-10 02:00:00,VR2AR-549340,Seawater depth,9,m
2021-07-10 02:00:00,VR2AR-549340,Temperature,16.2,°C
2021-07-10 02:00:00,VR2AR-549340,Average noise,200.7,mV
2021-07-10 03:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 03:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 03:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 03:00:00,VR2AR-549340,Tilt angle,7,°
2021-07-10 03:00:00,VR2AR-549340,Seawater depth,9,m
2021-07-10 03:00:00,VR2AR-549340,Temperature,16.2,°C
2021-07-10 03:00:00,VR2AR-549340,Average noise,208.2,mV
2021-07-10 04:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 04:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 04:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 04:00:00,VR2AR-549340,Tilt angle,2,°
2021-07-10 04:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-10 04:00:00,VR2AR-549340,Temperature,16.7,°C
2021-07-10 04:00:00,VR2AR-549340,Average noise,207.2,mV
2021-07-10 05:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 05:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 05:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 05:00:00,VR2AR-549340,Tilt angle,4,°
2021-07-10 05:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-10 05:00:00,VR2AR-549340,Temperature,16.7,°C
2021-07-10 05:00:00,VR2AR-549340,Average noise,205.8,mV
2021-07-10 06:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 06:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 06:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 06:00:00,VR2AR-549340,Tilt angle,8,°
2021-07-10 06:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-10 06:00:00,VR2AR-549340,Temperature,16.9,°C
2021-07-10 06:00:00,VR2AR-549340,Average noise,200.0,mV
2021-07-10 07:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 07:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 07:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 07:00:00,VR2AR-549340,Tilt angle,6,°
2021-07-10 07:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-10 07:00:00,VR2AR-549340,Temperature,17.1,°C
2021-07-10 07:00:00,VR2AR-549340,Average noise,211.8,mV
2021-07-10 08:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 08:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 08:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 08:00:00,VR2AR-549340,Tilt angle,4,°
2021-07-10 08:00:00,VR2AR-549340,Seawater depth,5,m
2021-07-10 08:00:00,VR2AR-549340,Temperature,17.1,°C
2021-07-10 08:00:00,VR2AR-549340,Average noise,236.9,mV
2021-07-10 09:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 09:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 09:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 09:00:00,VR2AR-549340,Tilt angle,4,°
2021-07-10 09:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-10 09:00:00,VR2AR-549340,Temperature,16.8,°C
2021-07-10 09:00:00,VR2AR-549340,Average noise,223.4,mV
2021-07-10 10:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 10:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 10:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 10:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-10 10:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-10 10:00:00,VR2AR-549340,Temperature,17.3,°C
2021-07-10 10:00:00,VR2AR-549340,Average noise,196.6,mV
2021-07-10 11:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 11:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 11:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 11:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-10 11:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-10 11:00:00,VR2AR-549340,Temperature,16.5,°C
2021-07-10 11:00:00,VR2AR-549340,Average noise,197.6,mV
2021-07-10 12:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 12:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 12:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 12:00:00,VR2AR-549340,Tilt angle,5,°
2021-07-10 12:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-10 12:00:00,VR2AR-549340,Temperature,15.9,°C
2021-07-10 12:00:00,VR2AR-549340,Average noise,178.5,mV
2021-07-10 13:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 13:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 13:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 13:00:00,VR2AR-549340,Tilt angle,4,°
2021-07-10 13:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-10 13:00:00,VR2AR-549340,Temperature,15.7,°C
2021-07-10 13:00:00,VR2AR-549340,Average noise,170.8,mV
2021-07-10 14:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 14:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 14:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 14:00:00,VR2AR-549340,Tilt angle,4,°
2021-07-10 14:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-10 14:00:00,VR2AR-549340,Temperature,15.7,°C
2021-07-10 14:00:00,VR2AR-549340,Average noise,205.1,mV
2021-07-10 15:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 15:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 15:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 15:00:00,VR2AR-549340,Tilt angle,4,°
2021-07-10 15:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-10 15:00:00,VR2AR-549340,Temperature,15.7,°C
2021-07-10 15:00:00,VR2AR-549340,Average noise,176.7,mV
2021-07-10 16:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 16:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 16:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 16:00:00,VR2AR-549340,Tilt angle,4,°
2021-07-10 16:00:00,VR2AR-549340,Seawater depth,8,m
2021-07-10 16:00:00,VR2AR-549340,Temperature,15.4,°C
2021-07-10 16:00:00,VR2AR-549340,Average noise,172.7,mV
2021-07-10 17:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 17:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 17:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 17:00:00,VR2AR-549340,Tilt angle,4,°
2021-07-10 17:00:00,VR2AR-549340,Seawater depth,7,m
2021-07-10 17:00:00,VR2AR-549340,Temperature,15.5,°C
2021-07-10 17:00:00,VR2AR-549340,Average noise,186.9,mV
2021-07-10 18:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 18:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 18:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 18:00:00,VR2AR-549340,Tilt angle,9,°
2021-07-10 18:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-10 18:00:00,VR2AR-549340,Temperature,15.8,°C
2021-07-10 18:00:00,VR2AR-549340,Average noise,192.2,mV
2021-07-10 19:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 19:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2021-07-10 19:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2021-07-10 19:00:00,VR2AR-549340,Tilt angle,7,°
2021-07-10 19:00:00,VR2AR-549340,Seawater depth,6,m
2021-07-10 19:00:00,VR2AR-549340,Temperature,16.5,°C
2021-07-10 19:00:00,VR2AR-549340,Average noise,183.9,mV
2021-07-10 20:00:00,VR2AR-549340,Battery,3.5,V
2021-07-10 20:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
