Date and Time (UTC),Receiver,Description,Data,Units
2022-05-04 20:00:00,VR2AR-549340,Tilt angle,12,°
2022-05-04 20:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-04 20:00:00,VR2AR-549340,Temperature,8.6,°C
2022-05-04 20:00:00,VR2AR-549340,Average noise,241.7,mV
2022-05-04 21:00:00,VR2AR-549340,Battery,3.5,V
2022-05-04 21:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-04 21:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-04 21:00:00,VR2AR-549340,Tilt angle,10,°
2022-05-04 21:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-04 21:00:00,VR2AR-549340,Temperature,8.7,°C
2022-05-04 21:00:00,VR2AR-549340,Average noise,194.6,mV
2022-05-04 22:00:00,VR2AR-549340,Battery,3.5,V
2022-05-04 22:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-04 22:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-04 22:00:00,VR2AR-549340,Tilt angle,5,°
2022-05-04 22:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-04 22:00:00,VR2AR-549340,Temperature,8.7,°C
2022-05-04 22:00:00,VR2AR-549340,Average noise,286.0,mV
2022-05-04 23:00:00,VR2AR-549340,Battery,3.5,V
2022-05-04 23:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-04 23:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-04 23:00:00,VR2AR-549340,Tilt angle,5,°
2022-05-04 23:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-04 23:00:00,VR2AR-549340,Temperature,8.8,°C
2022-05-04 23:00:00,VR2AR-549340,Average noise,242.7,mV
2022-05-05 00:00:00,VR2AR-549340,Memory Capacity,0.8,%
2022-05-05 00:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 00:00:00,VR2AR-549340,Pings on 69 kHz,0,
2022-05-05 00:00:00,VR2AR-549340,Syncs on 69 kHz,0,
2022-05-05 00:00:00,VR2AR-549340,Rejects on 69 kHz,0,
2022-05-05 00:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 00:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 00:00:00,VR2AR-549340,Motor battery voltage,3.8,V
2022-05-05 00:00:00,VR2AR-549340,Tilt angle,7,°
2022-05-05 00:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-05 00:00:00,VR2AR-549340,Temperature,8.8,°C
2022-05-05 00:00:00,VR2AR-549340,Average noise,220.3,mV
2022-05-05 01:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 01:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 01:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 01:00:00,VR2AR-549340,Tilt angle,2,°
2022-05-05 01:00:00,VR2AR-549340,Seawater depth,7,m
2022-05-05 01:00:00,VR2AR-549340,Temperature,8.8,°C
2022-05-05 01:00:00,VR2AR-549340,Average noise,209.1,mV
2022-05-05 02:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 02:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 02:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 02:00:00,VR2AR-549340,Tilt angle,7,°
2022-05-05 02:00:00,VR2AR-549340,Seawater depth,8,m
2022-05-05 02:00:00,VR2AR-549340,Temperature,8.7,°C
2022-05-05 02:00:00,VR2AR-549340,Average noise,217.7,mV
2022-05-05 03:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 03:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 03:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 03:00:00,VR2AR-549340,Tilt angle,6,°
2022-05-05 03:00:00,VR2AR-549340,Seawater depth,8,m
2022-05-05 03:00:00,VR2AR-549340,Temperature,8.6,°C
2022-05-05 03:00:00,VR2AR-549340,Average noise,214.4,mV
2022-05-05 04:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 04:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 04:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 04:00:00,VR2AR-549340,Tilt angle,6,°
2022-05-05 04:00:00,VR2AR-549340,Seawater depth,8,m
2022-05-05 04:00:00,VR2AR-549340,Temperature,8.5,°C
2022-05-05 04:00:00,VR2AR-549340,Average noise,208.6,mV
2022-05-05 05:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 05:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 05:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 05:00:00,VR2AR-549340,Tilt angle,4,°
2022-05-05 05:00:00,VR2AR-549340,Seawater depth,8,m
2022-05-05 05:00:00,VR2AR-549340,Temperature,8.4,°C
2022-05-05 05:00:00,VR2AR-549340,Average noise,226.2,mV
2022-05-05 06:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 06:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 06:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 06:00:00,VR2AR-549340,Tilt angle,6,°
2022-05-05 06:00:00,VR2AR-549340,Seawater depth,8,m
2022-05-05 06:00:00,VR2AR-549340,Temperature,8.4,°C
2022-05-05 06:00:00,VR2AR-549340,Average noise,275.0,mV
2022-05-05 07:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 07:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 07:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 07:00:00,VR2AR-549340,Tilt angle,11,°
2022-05-05 07:00:00,VR2AR-549340,Seawater depth,7,m
2022-05-05 07:00:00,VR2AR-549340,Temperature,8.4,°C
2022-05-05 07:00:00,VR2AR-549340,Average noise,240.6,mV
2022-05-05 08:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 08:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 08:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 08:00:00,VR2AR-549340,Tilt angle,15,°
2022-05-05 08:00:00,VR2AR-549340,Seawater depth,7,m
2022-05-05 08:00:00,VR2AR-549340,Temperature,8.5,°C
2022-05-05 08:00:00,VR2AR-549340,Average noise,306.4,mV
2022-05-05 09:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 09:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 09:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 09:00:00,VR2AR-549340,Tilt angle,17,°
2022-05-05 09:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-05 09:00:00,VR2AR-549340,Temperature,8.9,°C
2022-05-05 09:00:00,VR2AR-549340,Average noise,287.7,mV
2022-05-05 10:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 10:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 10:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 10:00:00,VR2AR-549340,Tilt angle,10,°
2022-05-05 10:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-05 10:00:00,VR2AR-549340,Temperature,8.8,°C
2022-05-05 10:00:00,VR2AR-549340,Average noise,171.4,mV
2022-05-05 11:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 11:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 11:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 11:00:00,VR2AR-549340,Tilt angle,9,°
2022-05-05 11:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-05 11:00:00,VR2AR-549340,Temperature,8.7,°C
2022-05-05 11:00:00,VR2AR-549340,Average noise,183.1,mV
2022-05-05 12:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 12:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 12:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 12:00:00,VR2AR-549340,Tilt angle,4,°
2022-05-05 12:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-05 12:00:00,VR2AR-549340,Temperature,8.7,°C
2022-05-05 12:00:00,VR2AR-549340,Average noise,175.7,mV
2022-05-05 13:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 13:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 13:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 13:00:00,VR2AR-549340,Tilt angle,7,°
2022-05-05 13:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-05 13:00:00,VR2AR-549340,Temperature,8.7,°C
2022-05-05 13:00:00,VR2AR-549340,Average noise,171.3,mV
2022-05-05 14:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 14:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 14:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 14:00:00,VR2AR-549340,Tilt angle,10,°
2022-05-05 14:00:00,VR2AR-549340,Seawater depth,7,m
2022-05-05 14:00:00,VR2AR-549340,Temperature,8.7,°C
2022-05-05 14:00:00,VR2AR-549340,Average noise,171.7,mV
2022-05-05 15:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 15:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 15:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 15:00:00,VR2AR-549340,Tilt angle,6,°
2022-05-05 15:00:00,VR2AR-549340,Seawater depth,7,m
2022-05-05 15:00:00,VR2AR-549340,Temperature,8.6,°C
2022-05-05 15:00:00,VR2AR-549340,Average noise,176.4,mV
2022-05-05 16:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 16:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 16:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 16:00:00,VR2AR-549340,Tilt angle,4,°
2022-05-05 16:00:00,VR2AR-549340,Seawater depth,8,m
2022-05-05 16:00:00,VR2AR-549340,Temperature,8.5,°C
2022-05-05 16:00:00,VR2AR-549340,Average noise,224.7,mV
2022-05-05 17:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 17:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 17:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 17:00:00,VR2AR-549340,Tilt angle,3,°
2022-05-05 17:00:00,VR2AR-549340,Seawater depth,8,m
2022-05-05 17:00:00,VR2AR-549340,Temperature,8.4,°C
2022-05-05 17:00:00,VR2AR-549340,Average noise,226.1,mV
2022-05-05 18:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 18:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 18:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 18:00:00,VR2AR-549340,Tilt angle,5,°
2022-05-05 18:00:00,VR2AR-549340,Seawater depth,8,m
2022-05-05 18:00:00,VR2AR-549340,Temperature,8.4,°C
2022-05-05 18:00:00,VR2AR-549340,Average noise,262.8,mV
2022-05-05 19:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 19:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 19:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 19:00:00,VR2AR-549340,Tilt angle,6,°
2022-05-05 19:00:00,VR2AR-549340,Seawater depth,7,m
2022-05-05 19:00:00,VR2AR-549340,Temperature,8.4,°C
2022-05-05 19:00:00,VR2AR-549340,Average noise,231.9,mV
2022-05-05 20:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 20:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 20:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 20:00:00,VR2AR-549340,Tilt angle,5,°
2022-05-05 20:00:00,VR2AR-549340,Seawater depth,7,m
2022-05-05 20:00:00,VR2AR-549340,Temperature,8.4,°C
2022-05-05 20:00:00,VR2AR-549340,Average noise,246.9,mV
2022-05-05 21:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 21:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 21:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 21:00:00,VR2AR-549340,Tilt angle,9,°
2022-05-05 21:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-05 21:00:00,VR2AR-549340,Temperature,8.4,°C
2022-05-05 21:00:00,VR2AR-549340,Average noise,202.3,mV
2022-05-05 22:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 22:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 22:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 22:00:00,VR2AR-549340,Tilt angle,10,°
2022-05-05 22:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-05 22:00:00,VR2AR-549340,Temperature,8.4,°C
2022-05-05 22:00:00,VR2AR-549340,Average noise,241.2,mV
2022-05-05 23:00:00,VR2AR-549340,Battery,3.5,V
2022-05-05 23:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-05 23:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-05 23:00:00,VR2AR-549340,Tilt angle,7,°
2022-05-05 23:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-05 23:00:00,VR2AR-549340,Temperature,8.4,°C
2022-05-05 23:00:00,VR2AR-549340,Average noise,205.7,mV
2022-05-06 00:00:00,VR2AR-549340,Memory Capacity,0.8,%
2022-05-06 00:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 00:00:00,VR2AR-549340,Pings on 69 kHz,0,
2022-05-06 00:00:00,VR2AR-549340,Syncs on 69 kHz,0,
2022-05-06 00:00:00,VR2AR-549340,Rejects on 69 kHz,0,
2022-05-06 00:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 00:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 00:00:00,VR2AR-549340,Motor battery voltage,3.8,V
2022-05-06 00:00:00,VR2AR-549340,Tilt angle,6,°
2022-05-06 00:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-06 00:00:00,VR2AR-549340,Temperature,8.3,°C
2022-05-06 00:00:00,VR2AR-549340,Average noise,157.3,mV
2022-05-06 01:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 01:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 01:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 01:00:00,VR2AR-549340,Tilt angle,2,°
2022-05-06 01:00:00,VR2AR-549340,Seawater depth,7,m
2022-05-06 01:00:00,VR2AR-549340,Temperature,8.3,°C
2022-05-06 01:00:00,VR2AR-549340,Average noise,160.1,mV
2022-05-06 02:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 02:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 02:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 02:00:00,VR2AR-549340,Tilt angle,4,°
2022-05-06 02:00:00,VR2AR-549340,Seawater depth,7,m
2022-05-06 02:00:00,VR2AR-549340,Temperature,8.3,°C
2022-05-06 02:00:00,VR2AR-549340,Average noise,253.5,mV
2022-05-06 03:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 03:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 03:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 03:00:00,VR2AR-549340,Tilt angle,1,°
2022-05-06 03:00:00,VR2AR-549340,Seawater depth,8,m
2022-05-06 03:00:00,VR2AR-549340,Temperature,8.3,°C
2022-05-06 03:00:00,VR2AR-549340,Average noise,170.0,mV
2022-05-06 04:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 04:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 04:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 04:00:00,VR2AR-549340,Tilt angle,3,°
2022-05-06 04:00:00,VR2AR-549340,Seawater depth,8,m
2022-05-06 04:00:00,VR2AR-549340,Temperature,8.3,°C
2022-05-06 04:00:00,VR2AR-549340,Average noise,176.3,mV
2022-05-06 05:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 05:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 05:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 05:00:00,VR2AR-549340,Tilt angle,5,°
2022-05-06 05:00:00,VR2AR-549340,Seawater depth,8,m
2022-05-06 05:00:00,VR2AR-549340,Temperature,8.2,°C
2022-05-06 05:00:00,VR2AR-549340,Average noise,163.4,mV
2022-05-06 06:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 06:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 06:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 06:00:00,VR2AR-549340,Tilt angle,6,°
2022-05-06 06:00:00,VR2AR-549340,Seawater depth,8,m
2022-05-06 06:00:00,VR2AR-549340,Temperature,8.2,°C
2022-05-06 06:00:00,VR2AR-549340,Average noise,232.2,mV
2022-05-06 07:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 07:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 07:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 07:00:00,VR2AR-549340,Tilt angle,6,°
2022-05-06 07:00:00,VR2AR-549340,Seawater depth,8,m
2022-05-06 07:00:00,VR2AR-549340,Temperature,8.2,°C
2022-05-06 07:00:00,VR2AR-549340,Average noise,264.2,mV
2022-05-06 08:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 08:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 08:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 08:00:00,VR2AR-549340,Tilt angle,9,°
2022-05-06 08:00:00,VR2AR-549340,Seawater depth,7,m
2022-05-06 08:00:00,VR2AR-549340,Temperature,8.2,°C
2022-05-06 08:00:00,VR2AR-549340,Average noise,273.0,mV
2022-05-06 09:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 09:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 09:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 09:00:00,VR2AR-549340,Tilt angle,9,°
2022-05-06 09:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-06 09:00:00,VR2AR-549340,Temperature,8.3,°C
2022-05-06 09:00:00,VR2AR-549340,Average noise,318.8,mV
2022-05-06 10:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 10:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 10:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 10:00:00,VR2AR-549340,Tilt angle,12,°
2022-05-06 10:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-06 10:00:00,VR2AR-549340,Temperature,8.5,°C
2022-05-06 10:00:00,VR2AR-549340,Average noise,192.9,mV
2022-05-06 11:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 11:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 11:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 11:00:00,VR2AR-549340,Tilt angle,8,°
2022-05-06 11:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-06 11:00:00,VR2AR-549340,Temperature,8.4,°C
2022-05-06 11:00:00,VR2AR-549340,Average noise,160.2,mV
2022-05-06 12:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 12:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 12:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 12:00:00,VR2AR-549340,Tilt angle,4,°
2022-05-06 12:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-06 12:00:00,VR2AR-549340,Temperature,8.3,°C
2022-05-06 12:00:00,VR2AR-549340,Average noise,175.7,mV
2022-05-06 13:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 13:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 13:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 13:00:00,VR2AR-549340,Tilt angle,5,°
2022-05-06 13:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-06 13:00:00,VR2AR-549340,Temperature,8.4,°C
2022-05-06 13:00:00,VR2AR-549340,Average noise,166.6,mV
2022-05-06 14:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 14:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 14:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 14:00:00,VR2AR-549340,Tilt angle,7,°
2022-05-06 14:00:00,VR2AR-549340,Seawater depth,7,m
2022-05-06 14:00:00,VR2AR-549340,Temperature,8.4,°C
2022-05-06 14:00:00,VR2AR-549340,Average noise,161.7,mV
2022-05-06 15:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 15:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 15:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 15:00:00,VR2AR-549340,Tilt angle,8,°
2022-05-06 15:00:00,VR2AR-549340,Seawater depth,7,m
2022-05-06 15:00:00,VR2AR-549340,Temperature,8.3,°C
2022-05-06 15:00:00,VR2AR-549340,Average noise,168.1,mV
2022-05-06 16:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 16:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 16:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 16:00:00,VR2AR-549340,Tilt angle,6,°
2022-05-06 16:00:00,VR2AR-549340,Seawater depth,8,m
2022-05-06 16:00:00,VR2AR-549340,Temperature,8.3,°C
2022-05-06 16:00:00,VR2AR-549340,Average noise,169.4,mV
2022-05-06 17:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 17:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 17:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 17:00:00,VR2AR-549340,Tilt angle,3,°
2022-05-06 17:00:00,VR2AR-549340,Seawater depth,8,m
2022-05-06 17:00:00,VR2AR-549340,Temperature,8.2,°C
2022-05-06 17:00:00,VR2AR-549340,Average noise,186.7,mV
2022-05-06 18:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 18:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 18:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 18:00:00,VR2AR-549340,Tilt angle,4,°
2022-05-06 18:00:00,VR2AR-549340,Seawater depth,8,m
2022-05-06 18:00:00,VR2AR-549340,Temperature,8.2,°C
2022-05-06 18:00:00,VR2AR-549340,Average noise,293.1,mV
2022-05-06 19:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 19:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 19:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 19:00:00,VR2AR-549340,Tilt angle,5,°
2022-05-06 19:00:00,VR2AR-549340,Seawater depth,8,m
2022-05-06 19:00:00,VR2AR-549340,Temperature,8.2,°C
2022-05-06 19:00:00,VR2AR-549340,Average noise,286.0,mV
2022-05-06 20:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 20:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 20:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 20:00:00,VR2AR-549340,Tilt angle,7,°
2022-05-06 20:00:00,VR2AR-549340,Seawater depth,7,m
2022-05-06 20:00:00,VR2AR-549340,Temperature,8.3,°C
2022-05-06 20:00:00,VR2AR-549340,Average noise,265.4,mV
2022-05-06 21:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 21:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 21:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 21:00:00,VR2AR-549340,Tilt angle,8,°
2022-05-06 21:00:00,VR2AR-549340,Seawater depth,7,m
2022-05-06 21:00:00,VR2AR-549340,Temperature,8.3,°C
2022-05-06 21:00:00,VR2AR-549340,Average noise,255.9,mV
2022-05-06 22:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 22:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 22:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 22:00:00,VR2AR-549340,Tilt angle,9,°
2022-05-06 22:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-06 22:00:00,VR2AR-549340,Temperature,8.3,°C
2022-05-06 22:00:00,VR2AR-549340,Average noise,244.6,mV
2022-05-06 23:00:00,VR2AR-549340,Battery,3.5,V
2022-05-06 23:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-06 23:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-06 23:00:00,VR2AR-549340,Tilt angle,8,°
2022-05-06 23:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-06 23:00:00,VR2AR-549340,Temperature,8.4,°C
2022-05-06 23:00:00,VR2AR-549340,Average noise,210.2,mV
2022-05-07 00:00:00,VR2AR-549340,Memory Capacity,0.8,%
2022-05-07 00:00:00,VR2AR-549340,Battery,3.5,V
2022-05-07 00:00:00,VR2AR-549340,Pings on 69 kHz,0,
2022-05-07 00:00:00,VR2AR-549340,Syncs on 69 kHz,0,
2022-05-07 00:00:00,VR2AR-549340,Rejects on 69 kHz,0,
2022-05-07 00:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-07 00:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-07 00:00:00,VR2AR-549340,Motor battery voltage,3.8,V
2022-05-07 00:00:00,VR2AR-549340,Tilt angle,6,°
2022-05-07 00:00:00,VR2AR-549340,Seawater depth,6,m
2022-05-07 00:00:00,VR2AR-549340,Temperature,8.3,°C
2022-05-07 00:00:00,VR2AR-549340,Average noise,163.7,mV
2022-05-07 01:00:00,VR2AR-549340,Battery,3.5,V
2022-05-07 01:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-07 01:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-07 01:00:00,VR2AR-549340,Tilt angle,6,°
2022-05-07 01:00:00,VR2AR-549340,Seawater depth,7,m
2022-05-07 01:00:00,VR2AR-549340,Temperature,8.3,°C
2022-05-07 01:00:00,VR2AR-549340,Average noise,194.0,mV
2022-05-07 02:00:00,VR2AR-549340,Battery,3.5,V
2022-05-07 02:00:00,VR2AR-549340,Hourly Pings on 69 kHz,0,
2022-05-07 02:00:00,VR2AR-549340,Hourly Detections on 69 kHz,0,
2022-05-07 02:00:00,VR2AR-549340,Tilt angle,5,°
2022-05-07 02:00:00,VR2AR-549340,Seawater depth,7,m
2022-05-07 02:00:00,VR2AR-549340,Temperature,8.3,°C
2022-05-07 02:00:00,VR2AR-549340,Average noise,196.6,mV
