Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude,Transmitter Type,Sensor Precision
2021-07-08 13:56:38,VR2AR-549340,A69-9004-9345,,,203,ADC,lobster bay
2021-07-09 12:04:16,VR2AR-549340,A69-9001-15569,,,,,lobster bay
2021-07-09 12:06:15,VR2AR-549340,A69-9001-15569,,,,,lobster bay
2021-07-09 12:08:08,VR2AR-549340,A69-9001-15569,,,,,lobster bay
2021-07-09 12:09:47,VR2AR-549340,A69-9001-15569,,,,,lobster bay
2021-07-09 12:11:00,VR2AR-549340,A69-9001-15569,,,,,lobster bay
2021-08-13 04:10:02,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 04:41:46,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 04:44:27,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 04:47:04,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 04:53:28,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 04:58:00,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 05:04:52,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 05:07:11,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 05:09:03,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 05:11:24,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 05:13:22,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 05:15:51,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 05:18:05,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 05:24:34,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 05:27:11,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 05:29:42,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 05:31:59,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 05:33:49,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 05:36:02,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 05:37:44,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 05:42:19,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 05:59:37,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 06:03:41,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 06:12:49,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 06:15:23,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 06:17:44,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 06:19:44,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 06:24:38,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 06:29:09,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 06:31:28,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 06:40:34,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 06:43:16,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 06:48:23,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 06:50:38,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 06:52:24,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 06:54:31,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 07:01:10,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 07:15:34,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 07:26:52,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-13 07:40:17,VR2AR-549340,A69-9001-9593,,,,,lobster bay
2021-08-17 08:07:55,VR2AR-549340,A69-9001-21318,,,,,lobster bay
2021-08-17 08:10:39,VR2AR-549340,A69-9001-21318,,,,,lobster bay
2021-08-17 08:13:03,VR2AR-549340,A69-9001-21318,,,,,lobster bay
2021-08-17 08:14:46,VR2AR-549340,A69-9001-21318,,,,,lobster bay
2021-08-17 08:17:08,VR2AR-549340,A69-9001-21318,,,,,lobster bay
2021-08-17 08:18:46,VR2AR-549340,A69-9001-21318,,,,,lobster bay
2021-09-19 07:00:18,VR2AR-549340,A69-9001-3629,,,,,lobster bay
2021-09-19 15:09:03,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 15:12:53,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 15:20:21,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 15:22:45,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 15:28:20,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 15:30:21,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 15:35:59,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 15:38:22,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 15:40:03,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 15:42:18,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 15:43:45,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 15:45:34,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 15:48:05,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 15:50:01,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 15:52:48,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 15:55:17,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 15:57:11,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 15:59:52,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 16:02:08,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 16:12:55,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 16:38:25,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 16:54:43,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 16:56:34,VR2AR-549340,A69-9001-1756,,,,,lobster bay
2021-09-19 19:31:20,VR2AR-549340,A69-9001-3629,,,,,lobster bay
2021-09-19 19:33:06,VR2AR-549340,A69-9001-3629,,,,,lobster bay
2021-09-19 19:34:32,VR2AR-549340,A69-9001-3629,,,,,lobster bay
2021-09-19 19:39:42,VR2AR-549340,A69-9001-3629,,,,,lobster bay
2021-09-19 19:42:42,VR2AR-549340,A69-9001-3629,,,,,lobster bay
2021-09-19 19:44:14,VR2AR-549340,A69-9001-3629,,,,,lobster bay
2021-09-19 19:48:03,VR2AR-549340,A69-9001-3629,,,,,lobster bay
2021-09-19 19:49:39,VR2AR-549340,A69-9001-3629,,,,,lobster bay
2021-09-19 19:51:59,VR2AR-549340,A69-9001-3629,,,,,lobster bay
2021-09-19 19:53:15,VR2AR-549340,A69-9001-3629,,,,,lobster bay
2021-09-19 19:54:44,VR2AR-549340,A69-9001-3629,,,,,lobster bay
2021-09-19 19:56:35,VR2AR-549340,A69-9001-3629,,,,,lobster bay
2021-09-19 19:59:23,VR2AR-549340,A69-9001-3629,,,,,lobster bay
2021-09-19 20:02:03,VR2AR-549340,A69-9001-3629,,,,,lobster bay
